symbol,name,exchange,quarter_end_date,sector,mkt_cap,industry,state,eps,previous_eps,eps_change,eps_binary,eps_change_binary,total_revenue,profit_margin,ebitda,operating_margin,current_ratio,debt_ratio,debt_equity,interest_cov,gross_margin,roa,roe,federal_funds_rate,fed_rate_change
PPL,PPL Corporation,NYSE,2022-09-30,ENERGY & TRANSPORTATION,21566760000,ELECTRIC SERVICES,PA,0.41,0.3,-0.10999999999999999,1,0,2134000000,8.1537,31.77132,195.97701,82.051,1.364,3.674,250.7,1072.989,0.466,1.254,3.08,1.5
PR,Permian Resources Corp,NYSE,2022-09-30,ENERGY & TRANSPORTATION,5460867000,CRUDE PETROLEUM & NATURAL GAS,CO,0.7,0.6,-0.09999999999999998,1,0,702276000,31.94741,56.0798,98.97397,72.392,26.757,81.561,770.8,267.037,2.606,7.943,3.08,1.5
PRA,ProAssurance Corporation,NYSE,2022-09-30,FINANCE,1075495000,"FIRE, MARINE & CASUALTY INSURANCE",AL,-0.06,0.3,0.36,0,1,273083000,-3.34147,1.22747,2232.78904,2480.431,7.374,40.004,-3695.7,1730.356,-0.158,-0.856,3.08,1.5
PRAA,PRA Group Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,1344703000,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",VA,0.63,0.91,0.28,1,1,244807000,10.10265,16.32878,286.22028,804.936,61.089,210.33,16500.7,613.658,0.635,2.186,3.08,1.5
PRCT,Procept Biorobotics Corp,"NASDAQ",2022-09-30,LIFE SCIENCES,2092002000,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,CA,-0.51,-0.43,0.08000000000000002,0,1,20349000,-111.12585,-108.13799,97.7535,1056.077,15.644,22.962,-1519.2,-45.244,-6.979,-10.243,3.08,1.5
PRDO,Perdoceo Education Corp,"NASDAQ",2022-09-30,TRADE & SERVICES,956508000,SERVICES-EDUCATIONAL SERVICES,IL,0.39,0.42,0.02999999999999997,1,1,168595000,13.08876,21.62164,132.88621,414.742,4.042,5.147,30545.8,270.304,2.454,3.125,3.08,1.5
PRFT,Perficient Inc,"NASDAQ",2022-09-30,TECHNOLOGY,2542764000,SERVICES-COMPUTER PROGRAMMING SERVICES,MO,1.11,1.06,-0.050000000000000044,1,0,227614000,10.11142,17.26915,144.34065,216.352,41.534,102.545,5392.9,168.108,2.426,5.989,3.08,1.5
PRG,PROG Holdings Inc,NYSE,2022-09-30,TRADE & SERVICES,992647000,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",GA,0.68,0.52,-0.16000000000000003,1,0,625821000,2.55744,7.22826,229.99688,95.218,41.099,108.212,389,3416.307,1.073,2.825,3.08,1.5
PRGS,Progress Software Corporation,"NASDAQ",2022-08-31,TECHNOLOGY,2318468000,SERVICES-PREPACKAGED SOFTWARE,MA,1,1.04,0.040000000000000036,1,1,151217000,14.41438,32.39781,146.90554,130.303,138.167,506.886,798.7,584.58,1.619,5.94,2.33,1.5
PRI,Primerica Inc,NYSE,2022-09-30,FINANCE,5414442000,LIFE INSURANCE,GA,3.02,2.86,-0.16000000000000014,1,0,673289000,7.69462,14.99787,-476.04957,2939.528,3.94,36.587,-3625.8,114.573,0.344,3.198,3.08,1.5
PRIM,Primoris Services Corporation,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,1146137000,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",TX,0.8,0.93,0.13,1,1,1283445000,3.35347,5.70184,154.46097,153.1,34.801,112.561,508.5,359.914,1.246,4.03,3.08,1.5
PRK,Park National Corporation,NYSE MKT,2022-09-30,FINANCE,2406037000,"NATIONAL COMMERCIAL BANKS",OH,2.57,2.1,-0.46999999999999975,1,0,137575000,30.57823,44.25659,44.42094,1029.749,3.836,36.485,205,111.976,0.427,4.06,3.08,1.5
PRLB,Proto Labs Inc,NYSE,2022-09-30,MANUFACTURING,702328000,FABRICATED STRUCTURAL METAL PRODUCTS,MN,0.4,0.46,0.06,1,1,121721000,3.24595,6.20928,153.32827,316.793,0.632,0.707,605800000,1357.428,0.436,0.487,3.08,1.5
PRO,PROS Holdings Inc,NYSE,2022-09-30,TECHNOLOGY,1065069000,SERVICES-COMPUTER PROGRAMMING SERVICES,TX,-0.06,-0.14,-0.08000000000000002,0,0,70348000,-19.6921,-14.95849,116.80502,167.591,61.85,570124,-1026.7,-308.511,-3.006,-27706,3.08,1.5
PROV,Provident Financial Holdings Inc,"NASDAQ",2022-09-30,FINANCE,103934000,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",CA,0.29,0.34,0.050000000000000044,1,1,9898000,21.11538,48.28248,64.92823,3.466,8.575,82.701,145.4,141.483,0.168,1.618,3.08,1.5
PRPH,ProPhase Labs Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,167173000,PHARMACEUTICAL PREPARATIONS,PA,0.06,0.4,0.34,1,1,24200000,4,12.3843,201.7562,421.29,8.173,11.777,971.6,1236.88,0.989,1.425,3.08,1.5
PRPL,Purple Innovation Inc,"NASDAQ",2022-09-30,MANUFACTURING,470608000,HOUSEHOLD FURNITURE,UT,0.03,-0.11,-0.14,1,0,143280000,1.58989,5.75656,57.63828,179.383,5.308,14.722,656.5,2608.121,0.332,0.92,3.08,1.5
PRPO,Precipio Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,17729100,LABORATORY ANALYTICAL INSTRUMENTS,NE,-0.14,-0.09,0.05000000000000002,0,1,2215000,-143.52144,-144.33409,101.57282,168.209,0.599,0.775,-53816.7,-13.715,-13.501,-17.471,3.08,1.5
PRSO,Peraso Inc,"NASDAQ",2022-09-30,MANUFACTURING,14051300,SEMICONDUCTORS & RELATED DEVICES,CA,-0.1,-0.22,-0.12,0,0,4389000,-91.31921,-79.99544,100.07485,300.784,3.539,4.161,-80220,-32.285,-11.95,-14.051,3.08,1.5
PRTH,Priority Technology Holdings Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,414973000,"SERVICES-BUSINESS SERVICES, NEC",GA,-0.12,-0.11,0.009999999999999995,0,1,152305000,-0.52001,21.09451,-1777.77778,103.042,43.939,445.143,105,92.424,-0.059,-0.594,3.08,1.5
PRTK,Paratek Pharmaceuticals Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,119431000,PHARMACEUTICAL PREPARATIONS,MA,-0.38,-0.33,0.04999999999999999,0,1,25677000,-81.31791,-63.1499,78.97989,311.322,164.697,471096.364,-363.6,-102.035,-13.272,-37963.636,3.08,1.5
PRTS,CarParts.Com Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,297349000,RETAIL-AUTO & HOME SUPPLY STORES,CA,-0.02,0.07,0.09000000000000001,0,1,164372000,-0.57674,3.62166,61.28692,184.502,1.923,4.481,-133.6,-5922.785,-0.365,-0.85,3.08,1.5
PRTY,Party City Holdco Inc,NYSE,2022-09-30,TRADE & SERVICES,76386000,RETAIL-MISCELLANEOUS RETAIL,NY,-1.39,0.1,1.49,0,1,475265000,-78.48085,-28.6133,41.1612,99.023,46.757,-872.784,-570.2,-42.48,-13,242.656,3.08,1.5
PRU,Prudential Financial Inc,NYSE,2022-09-30,FINANCE,39626240000,LIFE INSURANCE,NJ,2.13,1.74,-0.3899999999999999,1,0,20480000000,-1.38672,-2.74902,7069.01408,2719.817,1.326,54.478,-4932.7,5992.254,-0.042,-1.721,3.08,1.5
PRVA,Privia Health Group Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,2734032000,SERVICES-HEALTH SERVICES,VA,0.01,-0.1,-0.11,1,0,343184000,0.47322,-1.0997,-281.65025,190.342,1.509,2.592,-1604.9,2457.081,0.201,0.345,3.08,1.5
PSA,Public Storage,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,52097769000,REAL ESTATE INVESTMENT TRUSTS,CA,15.38,3.42,-11.96,1,0,1088131000,254.47249,92.73966,35.7216,149.868,38.625,67.222,2899.6,37.509,15.867,27.615,3.08,1.5
PSMT,PriceSmart Inc,"NASDAQ",2022-08-31,TRADE & SERVICES,2163336000,RETAIL-VARIETY STORES,CA,0.75,0.62,-0.13,1,0,1021370000,2.28164,3.78012,167.20306,133.501,8.177,14.921,1398.1,3808.084,1.289,2.351,2.33,1.5
PSNL,Personalis Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,131938000,SERVICES-MEDICAL LABORATORIES,CA,-0.58,-0.6,-0.020000000000000018,0,0,14813000,-178.84291,-165.75981,102.89521,657.72,0.685,0.899,-60575.6,-9.188,-8.334,-10.929,3.08,1.5
PSX,Phillips 66,NYSE,2022-09-30,ENERGY & TRANSPORTATION,51063180000,PETROLEUM REFINING,TX,6.46,6.77,0.3099999999999996,1,1,46549000000,11.58134,16.33118,90.87368,130.131,22.809,62.48,3005.5,133.686,6.971,19.095,3.08,1.5
PTC,PTC Inc,"NASDAQ",2022-09-30,TECHNOLOGY,14856684000,SERVICES-PREPACKAGED SOFTWARE,MA,1.27,0.97,-0.30000000000000004,1,0,454466000,23.50825,35.59518,136.67269,134.887,28.815,58.824,955.3,386.004,2.279,4.653,3.08,1.5
PTCT,PTC Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,3069425000,PHARMACEUTICAL PREPARATIONS,NJ,-1.53,-2.13,-0.5999999999999999,0,0,217127000,-50.34611,-44.13408,62.37662,123.135,26.327,584543.662,-17896.9,-96.701,-6.934,-153964.789,3.08,1.5
PTE,Polarityte Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,5074200,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",UT,-0.47,-0.01,0.45999999999999996,0,1,1980000,-171.71717,-254.14141,158.97059,660.557,2.073,2.709,-45041.7,-0,-15.353,-20.067,3.08,1.5
PTEN,Patterson-UTI Energy Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,4006680000,DRILLING OIL & GAS WELLS,TX,0.28,0.1,-0.18000000000000002,1,0,716528000,8.57636,10.45723,124.23518,154.99,28.23,52.543,695.6,1119.137,2.02,3.76,3.08,1.5
PTGX,Protagonist Therapeutics Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,397031000,PHARMACEUTICAL PREPARATIONS,CA,-0.64,-0.84,-0.19999999999999996,0,0,0,-Inf,-Inf,103.42918,752.617,1.502,1.739,-3230300000,22.096,-11.068,-12.82,3.08,1.5
PTLO,Portillo's Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,978130000,RETAIL-EATING PLACES,IL,0.04,0.13,0.09,1,1,144021000,1.10539,10.39918,664.94975,111.837,29.943,142.62,149.1,2051.759,0.15,0.713,3.08,1.5
PTON,Peloton Interactive Inc,"NASDAQ",2022-09-30,MANUFACTURING,5285779000,"SPORTING & ATHLETIC GOODS, NEC",NY,-1.2,-3.68,-2.4800000000000004,0,0,616500000,-66.26115,-58.03731,91.55447,247.293,46.617,647.853,-1789.5,-53.17,-11.371,-158.027,3.08,1.5
PTSI,PAM Transportation Services Inc,"NASDAQ",2022-09-30,ENERGY & TRANSPORTATION,628339000,TRUCKING (NO LOCAL),AR,1.18,1.3,0.1200000000000001,1,1,254336000,9.65888,19.61893,144.48832,194.281,35.793,90.956,1846.8,593.055,3.414,8.676,3.08,1.5
PTVE,Pactiv Evergreen Inc,"NASDAQ",2022-09-30,MANUFACTURING,2087407000,"PLASTICS, FOIL & COATED PAPER BAGS",IL,0.98,0.4,-0.58,1,0,1607000000,10.95208,16.3659,152.84091,241.141,-0.337,-1.71,13450,131.818,2.37,12.038,3.08,1.5
PUMP,ProPetro Holding Corp,NYSE,2022-09-30,ENERGY & TRANSPORTATION,1250930000,"OIL & GAS FIELD SERVICES, NEC",TX,0.1,0.23,0.13,1,1,332377000,3.01826,13.07371,136.0945,118.29,0.054,0.074,5760.8,2718.321,0.877,1.208,3.08,1.5
PW,Power REIT,NYSE MKT,2022-09-30,REAL ESTATE & CONSTRUCTION,18304200,REAL ESTATE INVESTMENT TRUSTS,NY,0.1233,0.23,0.1067,1,1,1518401,38.39368,36.95177,78.37505,151.687,37.725,74.917,93.4,169.417,0.561,1.115,3.08,1.5
PWFL,PowerFleet Inc,"NASDAQ",2022-09-30,MANUFACTURING,90427000,"COMMUNICATIONS EQUIPMENT, NEC",NJ,-0.1,-0.04,0.060000000000000005,0,1,34288000,-6.70789,-1.35908,52.95652,177.713,13.926,36.207,-368,-747,-1.045,-2.717,3.08,1.5
PWOD,Penns Woods Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,188259000,STATE COMMERCIAL BANKS,PA,0.74,0.6,-0.14,1,0,17388000,30.19324,45.5084,103.2381,756.302,1.622,18.786,406.9,134.629,0.276,3.192,3.08,1.5
PWR,Quanta Services Inc,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,21873857000,ELECTRICAL WORK,TX,1.77,1.54,-0.22999999999999998,1,0,4432925000,3.51813,7.44114,183.89225,159.817,7.632,19.53,854.4,441.682,1.173,3.001,3.08,1.5
PWSC,Powerschool Holdings Inc,NYSE,2022-09-30,TECHNOLOGY,4134018000,SERVICES-PREPACKAGED SOFTWARE,CA,0.21,0.22,0.010000000000000009,1,1,151776000,-1.66561,15.66387,-131.72468,54.221,20.583,60.055,29.8,-3664.834,-0.07,-0.204,3.08,1.5
PX,P10 Inc,NYSE,2022-09-30,FINANCE,1234920000,INVESTMENT ADVICE,TX,0.21,0.19,-0.01999999999999999,1,0,47638000,11.79101,34.83773,182.65978,220.175,26.342,41.937,435.1,239.808,0.866,1.379,3.08,1.5
PXD,Pioneer Natural Resources Co,NYSE,2022-09-30,ENERGY & TRANSPORTATION,56883581000,CRUDE PETROLEUM & NATURAL GAS,TX,7.48,9.36,1.879999999999999,1,1,6093000000,32.56196,51.92844,295.76613,102.71,14.586,22.72,19560,301.966,5.55,8.645,3.08,1.5
PXLW,Pixelworks Inc,"NASDAQ",2022-09-30,MANUFACTURING,81735000,SEMICONDUCTORS & RELATED DEVICES,CA,-0.06,-0.06,0,0,1,17552000,-25.61531,-18.41386,105.22687,577.657,3.757,11.396,-47310,-195.641,-4.395,-13.332,3.08,1.5
PYCR,Paycor HCM Inc,"NASDAQ",2022-09-30,TECHNOLOGY,5008379000,SERVICES-PREPACKAGED SOFTWARE,OH,0.05,0.04,-0.010000000000000002,1,0,118303000,-24.55728,-2.7083,114.93185,109.826,0.961,1.82,-3071.8,-258.564,-1.204,-2.281,3.08,1.5
PYPL,PayPal Holdings Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,85114642000,"SERVICES-BUSINESS SERVICES, NEC",CA,1.08,0.93,-0.15000000000000002,1,0,6846000000,19.4274,26.04441,84.06015,127.475,18.756,70.746,1285.1,426.241,1.74,6.563,3.08,1.5
PZZA,Papa John's International Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,2936480000,RETAIL-EATING PLACES,KY,0.54,0.74,0.19999999999999996,1,1,513512000,1.62236,6.36129,233.59741,90.823,66.135,-200.081,255.3,5457.592,1.004,-3.038,3.08,1.5
QCOM,Qualcomm Incorporated,"NASDAQ",2022-09-30,MANUFACTURING,140864848000,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,CA,3.13,2.96,-0.16999999999999993,1,0,11395000000,25.21281,35.58578,127.60181,174.65,30.569,83.179,2528.3,227.184,5.862,15.95,3.08,1.5
QCRH,QCR Holdings Inc,"NASDAQ",2022-09-30,FINANCE,887444000,STATE COMMERCIAL BANKS,IL,1.69,1.73,0.040000000000000036,1,1,82537000,35.49196,64.70189,105.58818,155.164,9.075,95.173,167.2,117.635,0.379,3.974,3.08,1.5
QDEL,Quidel Corporation,"NASDAQ",2022-09-30,LIFE SCIENCES,6225440000,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,CA,1.85,2.12,0.27,1,1,783800000,2.4496000000000002,20.92371,295.83333,165.601,33.214,59.95,199.3,2122.396,0.222,0.4,3.08,1.5
QLYS,Qualys Inc,"NASDAQ",2022-09-30,TECHNOLOGY,4629218000,SERVICES-PREPACKAGED SOFTWARE,CA,0.94,0.89,-0.04999999999999993,1,0,125561000,22.02913,29.02016,120.55676,156.493,5.333,11.225,3334600000,359.975,3.7,7.787,3.08,1.5
QMCO,Quantum Corporation,"NASDAQ",2022-09-30,TECHNOLOGY,131877000,COMPUTER STORAGE DEVICES,CA,-0.01,-0.04,-0.03,0,0,96392000,-12.39107,-7.82015,93.51139,109.697,42.803,9734.273,-406.9,-233.012,-5.696,-1295.445,3.08,1.5
QRHC,Quest Resource Holding Corp,"NASDAQ",2022-09-30,TRADE & SERVICES,139474000,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",TX,-0.09,0.05,0.14,0,1,71446304,-2.36028,3.98987,-22.37236,149.966,37.749,97.144,19.7,-722.474,-0.905,-2.33,3.08,1.5
QRTEA,Qurate Retail Inc Series A,"NASDAQ",2022-09-30,TRADE & SERVICES,947770000,RETAIL-CATALOG & MAIL-ORDER HOUSES,CO,-0.08,0.12,0.2,0,1,2914000000,-94.26905,-83.9396,94.90353,130.834,50.068,2513.191,-2436.4,96.214,-23.288,-1168.936,3.08,1.5
QRTEB,Qurate Retail Inc Series B,"NASDAQ",2022-09-30,TRADE & SERVICES,835590000,RETAIL-CATALOG & MAIL-ORDER HOUSES,CO,-7.21,0.53,7.74,0,1,2914000000,-94.26905,-83.9396,94.90353,130.834,50.068,2513.191,-2436.4,96.214,-23.288,-1168.936,3.08,1.5
QRVO,Qorvo Inc,"NASDAQ",2022-09-30,MANUFACTURING,10030397000,SEMICONDUCTORS & RELATED DEVICES,NC,2.66,2.25,-0.41000000000000014,1,0,1158057000,16.28719,30.09144,138.67508,329.956,27.762,47.37,1547.3,285.729,2.558,4.364,3.08,1.5
QTRX,Quanterix Corp,"NASDAQ",2022-09-30,LIFE SCIENCES,495792000,LABORATORY ANALYTICAL INSTRUMENTS,MA,-0.95,-0.67,0.2799999999999999,0,1,26646000,-131.59198,-114.56128,104.38912,1353.764,9.618,11.525,-2138,-31.211,-7.85,-9.406,3.08,1.5
QUAD,Quad Graphics Inc,NYSE,2022-09-30,MANUFACTURING,198103000,COMMERCIAL PRINTING,WI,0.32,0.13,-0.19,1,0,817800000,1.67523,7.72805,183.94161,101.591,47.461,618.228,208.3,92.701,0.764,9.949,3.08,1.5
QUIK,QuickLogic Corporation,"NASDAQ",2022-09-30,MANUFACTURING,79832000,SEMICONDUCTORS & RELATED DEVICES,CA,-0.07,-0.0422,0.027800000000000005,0,1,3415000,-39.44363,-34.87555,92.05642,144.907,47.235,121.872,-2818.2,-124.573,-4.242,-10.944,3.08,1.5
QUMU,Qumu Corp,"NASDAQ",2022-09-30,TECHNOLOGY,9954100,SERVICES-PREPACKAGED SOFTWARE,MN,-0.08,-0.15,-0.06999999999999999,0,0,5471000,-24.98629,-26.741,143.67228,86.469,6.52,42.219,-98200,-310.168,-6.33,-40.99,3.08,1.5
R,Ryder System Inc,NYSE,2022-09-30,TRADE & SERVICES,4539181000,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),FL,4.45,4.43,-0.020000000000000462,1,0,3035464000,8.10403,27.68239,949.71117,73.046,43.687,210.383,4041.8,1091.832,1.697,8.171,3.08,1.5
RADI,Radius Global Infrastructure Inc,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,1227253000,"LESSORS OF REAL PROPERTY, NEC",NY,0.23,-0.2,-0.43000000000000005,1,0,35295000,66.71483,185.30387,-81.05916,490.501,61.314,219.623,-113.8,142.617,1.022,3.662,3.08,1.5
RAIL,Freightcar America Inc,"NASDAQ",2022-09-30,MANUFACTURING,64973000,RAILROAD EQUIPMENT,IL,-0.21,-0.11,0.09999999999999999,0,1,85743000,-41.56608,-12.47565,29.91863,205.2,47.447,-485.977,-175.2,-12.778,-18.461,189.092,3.08,1.5
RARE,Ultragenyx,"NASDAQ",2022-09-30,LIFE SCIENCES,2816146000,PHARMACEUTICAL PREPARATIONS,CA,-3.5,-2.26,1.2400000000000002,0,1,90703000,-270.22921,-242.13091,91.82395,445.401,2.143,7.398,-1551.6,-8.511,-15.144,-52.28,3.08,1.5
RAVE,Rave Restaurant Group Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,27836600,WHOLESALE-GROCERIES & RELATED PRODUCTS,TX,0.0185,0.38,0.3615,1,1,3051000,10.06227,14.78204,-701.9544,303.756,0,0,-215500,146.58,1.752,2.472,3.08,1.5
RBBN,Ribbon Communications Inc,"NASDAQ",2022-09-30,TECHNOLOGY,420308000,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,MA,0.02,0.06,0.039999999999999994,1,1,207627000,-8.86975,-5.88941,17.89748,141.7,32.302,80.868,-164800,-566.453,-1.504,-3.765,3.08,1.5
RBC,RBC Bearings Incorporated,NYSE,2022-09-30,TECHNOLOGY,6876241000,BALL & ROLLER BEARINGS,CT,1.93,1.79,-0.1399999999999999,1,0,369167000,11.86509,23.99673,164.41487,297.644,42.494,82.321,392.8,345.069,0.927,1.795,3.08,1.5
RBCAA,Republic Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,888211000,STATE COMMERCIAL BANKS,KY,0.99,1.2,0.20999999999999996,1,1,73083000,26.65873,40.7824,59.4313,300.045,1.035,7.386,573.2,127.701,0.325,2.317,3.08,1.5
RBKB,Rhinebeck Bancorp Inc,"NASDAQ",2022-09-30,FINANCE,106639000,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",NY,0.19,0.18,-0.010000000000000009,1,0,12088000,17.43051,34.59629,32.74798,2.472,0.399,4.827,47.4,135.216,0.163,1.973,3.08,1.5
RBLX,Roblox Corporation - Class A,NYSE,2022-09-30,TECHNOLOGY,20421736000,SERVICES-PREPACKAGED SOFTWARE,CA,-0.5,-0.3,0.2,0,1,520466000,-57.21757,-48.68502,100.74178,163.888,29.36,349.108,-2998.6,-42.005,-5.911,-70.282,3.08,1.5
RC,Ready Capital Corp,NYSE,2022-09-30,REAL ESTATE & CONSTRUCTION,1487024000,REAL ESTATE INVESTMENT TRUSTS,NY,0.44,0.46,0.020000000000000018,1,1,170413000,37.10398,107.91489,57.3541,590.209,9.439,59.951,31.4,133.579,0.533,3.387,3.08,1.5
RCII,Rent-A-Center Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,1314925000,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",TX,0.94,1.15,0.20999999999999996,1,1,1023957000,-0.56428,4.8919,-641.69263,38.508,34.302,173.249,161.5,-8749.308,-0.209,-1.054,3.08,1.5
RCKY,Rocky Brands Inc,"NASDAQ",2022-09-30,MANUFACTURING,208290000,"FOOTWEAR, (NO RUBBER)",OH,0.86,0.34,-0.52,1,0,147486000,3.85867,5.72597,204.2699,301.478,44.428,136.038,5457.7,912.493,0.888,2.719,3.08,1.5
RCL,Royal Caribbean Cruises Ltd,NYSE,2022-09-30,ENERGY & TRANSPORTATION,15441060000,WATER TRANSPORTATION,FL,0.26,-2.08,-2.34,1,0,2636218000,1.25058,27.88464,905.19595,28.967,69.714,727.809,84.7,-146.342,0.099,1.029,3.08,1.5
RCM,R1 RCM Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,3981846000,SERVICES-MANAGEMENT SERVICES,UT,-0.07,-0.07,0,0,1,496000000,-5.94758,13.34677,-6.77966,156.387,37.346,68.56,8.4,-314.915,-0.581,-1.066,3.08,1.5
RCMT,RCM Technologies Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,145166000,SERVICES-HELP SUPPLY SERVICES,NJ,0.33,0.57,0.23999999999999994,1,1,58426000,6.02129,8.92924,135.30415,12055.965,1.51,3.159,238000,493.405,4.58,9.58,3.08,1.5
RCRT,Recruiter.Com Group Inc,"NASDAQ",2022-09-30,TECHNOLOGY,8397700,"SPECIAL INDUSTRY MACHINERY, NEC",CA,-0.38,-0.08,0.3,0,1,6967642,-80.74992,-91.68027,96.28604,54.631,60.875,120.318,-2600.1,-38.95,-30.008,-59.309,3.08,1.5
RDFN,Redfin Corp,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,611169000,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),WA,-0.83,-0.73,0.09999999999999998,0,1,595158000,-15.1632,-12.60287,94.21353,189.247,82.699,1579.448,-1586.5,-64.355,-4.4,-84.038,3.08,1.5
RDI,Reading International Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,99377000,SERVICES-MOTION PICTURE THEATERS,CA,-0.23,-0.11,0.12000000000000001,0,1,51196000,-10.112120000000001,-1.63489,130.01738,42.252,73.659,633.752,-182.3,-881.283,-0.878,-7.553,3.08,1.5
RDIB,Reading International B Inc,"NASDAQ",2022-09-30,TRADE & SERVICES,95513000,SERVICES-MOTION PICTURE THEATERS,CA,-0.23,-0.11,0.12000000000000001,0,1,51196000,-10.112120000000001,-1.63489,130.01738,42.252,73.659,633.752,-182.3,-881.283,-0.878,-7.553,3.08,1.5
RDN,Radian Group Inc,NYSE,2022-09-30,FINANCE,2983475000,SURETY INSURANCE,PA,1.31,1.36,0.050000000000000044,1,1,296189000,66.94374,93.74656,223.38309,239.182,20.219,37.786,2090.9,243.924,2.838,5.304,3.08,1.5
RDNT,RadNet Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,1159835000,SERVICES-MEDICAL LABORATORIES,CA,0.09,0.15,0.06,1,1,350044000,0.19083,4.62799,1036.52695,79.298,33.21,238.426,55.7,52372.605,0.03,0.213,3.08,1.5
RDVT,Red Violet Inc,"NASDAQ",2022-09-30,TECHNOLOGY,336786000,SERVICES-PREPACKAGED SOFTWARE,FL,0.16,-0.01,-0.17,1,0,15026000,15.02729,26.23453,95.5713,1144.912,1.893,2.012,215800000,233.791,2.944,3.129,3.08,1.5
REED,Reeds Inc,"NASDAQ",2022-09-30,MANUFACTURING,12675900,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,CT,-0.03,-0.05,-0.020000000000000004,0,0,11317000,-28.54997,-21.43678,75.95172,113.962,149.507,43139.048,-315.8,-75.364,-10.664,-3077.143,3.08,1.5
REFR,Research Frontiers Incorporated,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,75914000,PATENT OWNERS & LESSORS,NY,-0.0152,-0.02,-0.0048000000000000004,0,0,150443,-321.5364,-318.38238,100.50855,2054.074,8.566,9.463,-48618900,-19.937,-8.109,-8.958,3.08,1.5
REG,Regency Centers Corporation,"NASDAQ",2022-09-30,REAL ESTATE & CONSTRUCTION,11310370000,REAL ESTATE INVESTMENT TRUSTS,FL,0.51,0.61,0.09999999999999998,1,1,303989000,28.8096,31.15935,16.50072,11.278,34.218,60.979,39.7,232.303,0.804,1.432,3.08,1.5
REGN,Regeneron Pharmaceuticals Inc,"NASDAQ",2022-09-30,LIFE SCIENCES,83461407000,PHARMACEUTICAL PREPARATIONS,NY,11.14,9.77,-1.370000000000001,1,0,2920900000,45.04434,52.74744,93.00752,535.864,9.759,12.599,7998,177.966,4.754,6.137,3.08,1.5
REI,Ring Energy Inc,NYSE MKT,2022-09-30,ENERGY & TRANSPORTATION,467422000,CRUDE PETROLEUM & NATURAL GAS,OK,0.28,0.24,-0.040000000000000036,1,0,87387563,85.92286,99.08045,71.34745,51.464,33.313,82.353,763,105.998,6.001,14.834,3.08,1.5
REKR,Rekor Systems Inc,"NASDAQ",2022-09-30,MANUFACTURING,48918300,"COMMUNICATIONS EQUIPMENT, NEC",MD,-0.9,-0.33,0.5700000000000001,0,1,7404000,-649.44625,-647.69044,99.07248,93.736,3.725,6.295,-226852.4,87.108,-51.451,-86.956,3.08,1.5
