,Symbol,Name,Sector,Industry
5290,SVRA,Savara Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5291,SVT,Servotronics Inc. Common Stock,Consumer Discretionary,Metal Fabrications
5292,SVVC,Firsthand Technology Value Fund Inc. Common Stock,Finance,Finance/Investors Services
5293,SWAV,ShockWave Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
5294,SWBI,Smith & Wesson Brands Inc. Common Stock,Consumer Discretionary,Ordnance And Accessories
5295,SWI,SolarWinds Corporation Common Stock,Technology,Computer Software: Prepackaged Software
5296,SWIM,Latham Group Inc. Common Stock,Industrials,Engineering & Construction
5297,SWK,Stanley Black & Decker Inc. Common Stock,Consumer Discretionary,Diversified Manufacture
5298,SWKH,SWK Holdings Corporation Common Stock,Finance,Finance/Investors Services
5299,SWKS,Skyworks Solutions Inc. Common Stock,Technology,Semiconductors
5300,SWN,Southwestern Energy Company Common Stock,Energy,Oil & Gas Production
5301,SWSS,Springwater Special Situations Corp. Common stock,Industrials,Consumer Electronics/Appliances
5304,SWTX,SpringWorks Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5305,SWX,Southwest Gas Holdings Inc. Common Stock (DE),Utilities,Oil & Gas Production
5306,SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,Finance,Finance Companies
5307,SXC,SunCoke Energy Inc. Common Stock,,
5308,SXI,Standex International Corporation Common Stock,Industrials,Industrial Machinery/Components
5309,SXT,Sensient Technologies Corporation Common Stock,Industrials,Major Chemicals
5310,SYBT,Stock Yards Bancorp Inc. Common Stock,Finance,Major Banks
5311,SYBX,Synlogic Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5312,SYF,Synchrony Financial Common Stock,Finance,Diversified Financial Services
5314,SYK,Stryker Corporation Common Stock,Health Care,Medical/Dental Instruments
5315,SYM,Symbotic Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5316,SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,Technology,Computer peripheral equipment
5317,SYNH,Syneos Health Inc. Class A Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
5318,SYPR,Sypris Solutions Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
5319,SYRS,Syros Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5320,SYY,Sysco Corporation Common Stock,Consumer Discretionary,Food Distributors
5321,SZZL,Sizzle Acquisition Corp. Common stock,Industrials,Consumer Electronics/Appliances
5327,TA,TravelCenters of America Inc. Common Stock,Energy,Food Chains
5328,TACT,TransAct Technologies Incorporated Common Stock,Technology,Computer peripheral equipment
5329,TAIT,Taitron Components Incorporated Class A Common Stock,Technology,Electronic Components
5330,TALK,Talkspace Inc. Common Stock,Health Care,Managed Health Care
5332,TALS,Talaris Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5336,TARA,Protara Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5337,TARS,Tarsus Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5338,TASK,TaskUs Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
5339,TAST,Carrols Restaurant Group Inc. Common Stock,Consumer Discretionary,Restaurants
5340,TAYD,Taylor Devices Inc. Common Stock,Industrials,Industrial Machinery/Components
5342,TBBK,The Bancorp Inc Common Stock,Finance,Major Banks
5344,TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5347,TBI,TrueBlue Inc. Common Stock,Consumer Discretionary,Professional Services
5348,TBLD,Thornburg Income Builder Opportunities Trust Common Stock,Finance,Investment Managers
5349,TBLT,ToughBuilt Industries Inc. Common Stock,Consumer Discretionary,Diversified Manufacture
5351,TBNK,Territorial Bancorp Inc. Common Stock,Finance,Savings Institutions
5352,TCBC,TC Bancshares Inc. Common Stock,Finance,Major Banks
5353,TCBI,Texas Capital Bancshares Inc. Common Stock,Finance,Major Banks
5355,TCBK,TriCo Bancshares Common Stock,Finance,Major Banks
5356,TCBS,Texas Community Bancshares Inc. Common Stock,Finance,Banks
5357,TCBX,Third Coast Bancshares Inc. Common Stock,Finance,Major Banks
5358,TCDA,Tricida Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5359,TCFC,The Community Financial Corporation Common Stock,Finance,Major Banks
5360,TCI,Transcontinental Realty Investors Inc. Common Stock,Finance,Real Estate
5361,TCMD,Tactile Systems Technology Inc. Common Stock,Health Care,Medical/Dental Instruments
5362,TCON,TRACON Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5363,TCPC,BlackRock TCP Capital Corp. Common Stock,Finance,Finance/Investors Services
5364,TCRR,TCR2 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5365,TCRT,Alaunos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5366,TCRX,TScan Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5368,TDC,Teradata Corporation Common Stock,Technology,EDP Services
5369,TDF,Templeton Dragon Fund Inc. Common Stock,Finance,Finance/Investors Services
5370,TDG,Transdigm Group Incorporated Common Stock,Industrials,Military/Government/Technical
5371,TDOC,Teladoc Health Inc. Common Stock,Health Care,Medical/Nursing Services
5375,TDUP,ThredUp Inc. Class A Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
5376,TDW,Tidewater Inc. Common Stock,Energy,Oilfield Services/Equipment
5377,TDY,Teledyne Technologies Incorporated Common Stock,Industrials,Industrial Machinery/Components
5378,TECH,Bio-Techne Corp Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5380,TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,Finance,Finance Companies
5381,TELA,TELA Bio Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
5382,TELL,Tellurian Inc. Common Stock,Energy,Oil & Gas Production
5384,TENB,Tenable Holdings Inc. Common Stock,Technology,EDP Services
5385,TENX,Tenax Therapeutics Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
5386,TER,Teradyne Inc. Common Stock,Industrials,Electrical Products
5387,TERN,Terns Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5388,TESS,TESSCO Technologies Incorporated Common Stock,Telecommunications,Telecommunications Equipment
5389,TETC,Tech and Energy Transition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances
5392,TEX,Terex Corporation Common Stock,Industrials,Construction/Ag Equipment/Trucks
5393,TFC,Truist Financial Corporation Common Stock,Finance,Major Banks
5397,TFFP,TFF Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5398,TFIN,Triumph Financial Inc. Common Stock,,
5400,TFSL,TFS Financial Corporation Common Stock,Finance,Savings Institutions
5401,TFX,Teleflex Incorporated Common Stock,Health Care,Medical/Dental Instruments
5402,TG,Tredegar Corporation Common Stock,Industrials,Metal Fabrications
5403,TGAN,Transphorm Inc. Common Stock,Technology,Semiconductors
5404,TGI,Triumph Group Inc. Common Stock,Industrials,Aerospace
5405,TGL,Treasure Global Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
5407,TGT,Target Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
5408,TGTX,TG Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5409,TGVC,TG Venture Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5412,TH,Target Hospitality Corp. Common Stock,Consumer Discretionary,Diversified Commercial Services
5416,THC,Tenet Healthcare Corporation Common Stock,Health Care,Hospital/Nursing Management
5417,THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5420,THFF,First Financial Corporation Indiana Common Stock,Finance,Major Banks
5422,THMO,ThermoGenesis Holdings Inc. Common Stock,Industrials,Medical Specialities
5423,THO,Thor Industries Inc. Common Stock,Industrials,Homebuilding
5425,THR,Thermon Group Holdings Inc. Common Stock,Consumer Discretionary,Electrical Products
5426,THRD,Third Harmonic Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5427,THRM,Gentherm Inc Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
5428,THRN,Thorne Healthtech Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling
5429,THRX,Theseus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5430,THRY,Thryv Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components
5431,THS,Treehouse Foods Inc. Common Stock,Consumer Staples,Packaged Foods
5434,TIG,Trean Insurance Group Inc. Common Stock,,
5435,TIL,Instil Bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5436,TILE,Interface Inc. Common Stock,,
5437,TIPT,Tiptree Inc. Common Stock,Finance,Accident &Health Insurance
5438,TISI,Team Inc. Common Stock,,
5439,TITN,Titan Machinery Inc. Common Stock,,
5440,TIVC,Tivic Health Systems Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
5441,TJX,TJX Companies Inc. (The) Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
5442,TKNO,Alpha Teknova Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5443,TKR,Timken Company (The) Common Stock,Industrials,Metal Fabrications
5444,TLF,Tandy Leather Factory Inc. Common Stock,,
5447,TLIS,Talis Biomedical Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
5448,TLS,Telos Corporation Common Stock,Technology,EDP Services
5449,TLYS,Tilly's Inc. Common Stock,,
5450,TMBR,Timber Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5451,TMCI,Treace Medical Concepts Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
5452,TMDX,TransMedics Group Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
5453,TMHC,Taylor Morrison Home Corporation Common Stock,Consumer Discretionary,Homebuilding
5454,TMKR,Tastemaker Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5456,TMKRW,Tastemaker Acquisition Corp. Warrant to purchase Class A common stock,Industrials,Consumer Electronics/Appliances
5457,TMO,Thermo Fisher Scientific Inc Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments
5458,TMP,Tompkins Financial Corporation Common Stock,Finance,Major Banks
5459,TMPO,Tempo Automation Holdings Inc. Common Stock,Technology,Industrial Machinery/Components
5462,TMUS,T-Mobile US Inc. Common Stock,Telecommunications,Telecommunications Equipment
5463,TNC,Tennant Company Common Stock,Industrials,Industrial Machinery/Components
5464,TNDM,Tandem Diabetes Care Inc. Common Stock,Health Care,Medical/Dental Instruments
5467,TNON,Tenon Medical Inc. Common Stock,Health Care,Medical Specialities
5468,TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5469,TNYA,Tenaya Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5472,TOI,The Oncology Institute Inc. Common Stock,Health Care,Medical Specialities
5474,TOL,Toll Brothers Inc. Common Stock,Consumer Discretionary,Homebuilding
5475,TOMZ,TOMI Environmental Solutions Inc. Common Stock,,
5476,TOVX,Theriva Biologics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5477,TOWN,TowneBank Common Stock,Finance,Major Banks
5478,TPB,Turning Point Brands Inc. Common Stock,Consumer Discretionary,Tobacco
5482,TPC,Tutor Perini Corporation Common Stock,Industrials,Engineering & Construction
5483,TPG,TPG Inc. Class A Common Stock,Finance,Trusts Except Educational Religious and Charitable
5484,TPH,Tri Pointe Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
5485,TPIC,TPI Composites Inc. Common Stock,Technology,Industrial Machinery/Components
5486,TPL,Texas Pacific Land Corporation Common Stock,Energy,Oil & Gas Production
5487,TPR,Tapestry Inc. Common Stock,Consumer Discretionary,Apparel
5488,TPST,Tempest Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5489,TPX,Tempur Sealy International Inc. Common Stock,Consumer Discretionary,Home Furnishings
5490,TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,Finance,Investment Managers
5491,TR,Tootsie Roll Industries Inc. Common Stock,Consumer Staples,Specialty Foods
5492,TRC,Tejon Ranch Co Common Stock,Finance,Major Banks
5493,TRDA,Entrada Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5494,TREE,LendingTree Inc. Common Stock,Finance,Finance/Investors Services
5495,TREX,Trex Company Inc. Common Stock,,
5496,TRGP,Targa Resources Inc. Common Stock,Utilities,Natural Gas Distribution
5497,TRHC,Tabula Rasa HealthCare Inc. Common Stock,Health Care,Medical/Nursing Services
5499,TRIN,Trinity Capital Inc. Common Stock,Finance,Finance/Investors Services
5501,TRIP,TripAdvisor Inc. Common Stock,,
5502,TRKA,Troika Media Group Inc. Common Stock,Consumer Discretionary,Advertising
5504,TRMB,Trimble Inc. Common Stock,Industrials,Industrial Machinery/Components
5505,TRMK,Trustmark Corporation Common Stock,Finance,Major Banks
5506,TRN,Trinity Industries Inc. Common Stock,Industrials,Railroads
5507,TRNO,Terreno Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts
5508,TRNS,Transcat Inc. Common Stock,Technology,Industrial Machinery/Components
5511,TROW,T. Rowe Price Group Inc. Common Stock,Finance,Investment Managers
5513,TRS,TriMas Corporation Common Stock,,
5514,TRST,TrustCo Bank Corp NY Common Stock,Finance,Major Banks
5515,TRT,Trio-Tech International Common Stock,Technology,Industrial Machinery/Components
5516,TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5518,TRU,TransUnion Common Stock,Finance,Advertising
5519,TRUE,TrueCar Inc. Common Stock,Technology,Interactive Media
5520,TRUP,Trupanion Inc. Common Stock,Health Care,Medical Specialities
5521,TRV,The Travelers Companies Inc. Common Stock,Finance,Property-Casualty Insurers
5522,TRVI,Trevi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5523,TRVN,Trevena Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5524,TSBK,Timberland Bancorp Inc. Common Stock,Finance,Banks
5525,TSCO,Tractor Supply Company Common Stock,Consumer Discretionary,Other Specialty Stores
5526,TSHA,Taysha Gene Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5527,TSI,TCW Strategic Income Fund Inc. Common Stock,Finance,Investment Managers
5528,TSLA,Tesla Inc. Common Stock,Consumer Discretionary,Auto Manufacturing
5529,TSN,Tyson Foods Inc. Common Stock,Consumer Staples,Meat/Poultry/Fish
5530,TSP,TuSimple Holdings Inc. Class A Common Stock,Industrials,Construction/Ag Equipment/Trucks
5531,TSQ,Townsquare Media Inc. Class A Common Stock,Consumer Discretionary,Advertising
5532,TSRI,TSR Inc. Common Stock,Technology,EDP Services
5533,TSVT,2seventy bio Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations
5534,TTC,Toro Company (The) Common Stock,Consumer Discretionary,Tools/Hardware
5535,TTCF,Tattooed Chef Inc Class A Common Stock,Consumer Staples,Farming/Seeds/Milling
5536,TTD,The Trade Desk Inc. Class A Common Stock,Technology,EDP Services
5537,TTEC,TTEC Holdings Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
5538,TTEK,Tetra Tech Inc. Common Stock,Consumer Discretionary,Military/Government/Technical
5539,TTGT,TechTarget Inc. Common Stock,Technology,Interactive Media
5540,TTI,Tetra Technologies Inc. Common Stock,Energy,Oil & Gas Production
5541,TTMI,TTM Technologies Inc. Common Stock,Technology,Electrical Products
5542,TTNP,Titan Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5543,TTOO,T2 Biosystems Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
5544,TTP,Tortoise Pipeline & Energy Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
5545,TTSH,Tile Shop Holdings Inc. Common Stock,Consumer Discretionary,Other Specialty Stores
5546,TTWO,Take-Two Interactive Software Inc. Common Stock,Technology,Computer Software: Prepackaged Software
5547,TUEM,Tuesday Morning Corp. Common Stock,Miscellaneous,Diversified Commercial Services
5548,TUP,Tupperware Brands Corporation Common Stock,Industrials,Plastic Products
5549,TURN,180 Degree Capital Corp. Common Stock,Finance,Finance/Investors Services
5550,TUSK,Mammoth Energy Services Inc. Common Stock,Industrials,Consumer Electronics/Appliances
5551,TVC,Tennessee Valley Authority Common Stock,Utilities,Electric Utilities: Central
5553,TVTX,Travere Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5554,TW,Tradeweb Markets Inc. Class A Common Stock,Finance,Investment Bankers/Brokers/Service
5555,TWCB,Bilander Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5557,TWI,Titan International Inc. (DE) Common Stock,Industrials,Industrial Machinery/Components
5558,TWIN,Twin Disc Incorporated Common Stock,Industrials,Industrial Machinery/Components
5559,TWKS,Thoughtworks Holding Inc. Common Stock,Technology,EDP Services
5560,TWLO,Twilio Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
5561,TWLV,Twelve Seas Investment Company II Class A Common Stock,Industrials,Consumer Electronics/Appliances
5564,TWN,Taiwan Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
5565,TWNK,Hostess Brands Inc. Class A Common Stock,Consumer Staples,Specialty Foods
5570,TWOU,2U Inc. Common Stock,Consumer Discretionary,Service to the Health Industry
5571,TWST,Twist Bioscience Corporation Common Stock,Health Care,Managed Health Care
5572,TXG,10x Genomics Inc. Class A Common Stock,Health Care,Managed Health Care
5573,TXMD,TherapeuticsMD Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5574,TXN,Texas Instruments Incorporated Common Stock,Technology,Semiconductors
5575,TXRH,Texas Roadhouse Inc. Common Stock,Consumer Discretionary,Restaurants
5576,TXT,Textron Inc. Common Stock,Industrials,Aerospace
5577,TY,Tri Continental Corporation Common Stock,Finance,Finance Companies
5579,TYDE,Cryptyde Inc. Common Stock,,
5580,TYG,Tortoise Energy Infrastructure Corporation Common Stock,Finance,Investment Managers
5581,TYL,Tyler Technologies Inc. Common Stock,Technology,Computer Software: Prepackaged Software
5582,TYRA,Tyra Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5583,TZOO,Travelzoo Common Stock,Consumer Discretionary,Advertising
5587,U,Unity Software Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
5588,UA,Under Armour Inc. Class C Common Stock,Consumer Discretionary,Apparel
5589,UAA,Under Armour Inc. Class A Common Stock,Consumer Discretionary,Apparel
5590,UAL,United Airlines Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
5591,UAMY,United States Antimony Corporation Common Stock,,
5593,UAVS,AgEagle Aerial Systems Inc. Common Stock,Industrials,Wholesale Distributors
5594,UBA,Urstadt Biddle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5595,UBCP,United Bancorp Inc. Common Stock,Finance,Major Banks
5596,UBFO,United Security Bancshares Common Stock,Finance,Major Banks
5597,UBP,Urstadt Biddle Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5600,UBSI,United Bankshares Inc. Common Stock,Finance,Major Banks
5601,UBX,Unity Biotechnology Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
5602,UCBI,United Community Banks Inc. Common Stock,Finance,Major Banks
5604,UCTT,Ultra Clean Holdings Inc. Common Stock,Technology,Semiconductors
5605,UDMY,Udemy Inc. Common Stock,,
5606,UDR,UDR Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5608,UEIC,Universal Electronics Inc. Common Stock,Consumer Staples,Consumer Electronics/Appliances
5609,UFAB,Unique Fabricating Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
5610,UFCS,United Fire Group Inc. Common Stock,Finance,Property-Casualty Insurers
5611,UFI,Unifi Inc. New Common Stock,,
5612,UFPI,UFP Industries Inc. Common Stock,Basic Materials,Forest Products
5613,UFPT,UFP Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
5614,UG,United-Guardian Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
5615,UGI,UGI Corporation Common Stock,Utilities,Natural Gas Distribution
5617,UGRO,urban-gro Inc. Common Stock,Industrials,Industrial Machinery/Components
5618,UHAL,Amerco Common Stock,Consumer Discretionary,Rental/Leasing Companies
5619,UHALB,Amerco Series N Non-Voting Common Stock ,Consumer Discretionary,Rental/Leasing Companies
5620,UHS,Universal Health Services Inc. Common Stock,Health Care,Hospital/Nursing Management
5621,UHT,Universal Health Realty Income Trust Common Stock,Real Estate,Real Estate Investment Trusts
5622,UI,Ubiquiti Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
5623,UIHC,United Insurance Holdings Corp. Common Stock,Finance,Property-Casualty Insurers
5624,UIS,Unisys Corporation New Common Stock,Technology,EDP Services
5627,ULBI,Ultralife Corporation Common Stock,Technology,Electronic Components
5628,ULCC,Frontier Group Holdings Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
5629,ULH,Universal Logistics Holdings Inc. Common Stock,Industrials,Trucking Freight/Courier Services
5630,ULTA,Ulta Beauty Inc. Common Stock,,
5631,UMBF,UMB Financial Corporation Common Stock,Finance,Commercial Banks
5632,UMH,UMH Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5634,UMPQ,Umpqua Holdings Corporation Common Stock,Finance,Commercial Banks
5635,UNAM,Unico American Corporation Common Stock,Finance,Property-Casualty Insurers
5636,UNB,Union Bankshares Inc. Common Stock,Finance,Major Banks
5637,UNCY,Unicycive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5638,UNF,Unifirst Corporation Common Stock,Consumer Discretionary,Business Services
5639,UNFI,United Natural Foods Inc. Common Stock,Consumer Discretionary,Food Distributors
5640,UNH,UnitedHealth Group Incorporated Common Stock (DE),Health Care,Medical Specialities
5641,UNIT,Uniti Group Inc. Common Stock,Real Estate,Real Estate Investment Trusts
5642,UNM,Unum Group Common Stock,Finance,Accident &Health Insurance
5644,UNP,Union Pacific Corporation Common Stock,Industrials,Railroads
5645,UNTY,Unity Bancorp Inc. Common Stock,Finance,Major Banks
5646,UNVR,Univar Solutions Inc. Common Stock,Industrials,Specialty Chemicals
5647,UONE,Urban One Inc. Class A Common Stock,Consumer Discretionary,Broadcasting
5648,UONEK,Urban One Inc. Class D Common Stock,Consumer Discretionary,Broadcasting
5649,UPLD,Upland Software Inc. Common Stock,Technology,EDP Services
5650,UPS,United Parcel Service Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services
5651,UPST,Upstart Holdings Inc. Common stock,Finance,Finance: Consumer Services
5652,UPTD,TradeUP Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances
5654,UPWK,Upwork Inc. Common Stock,,
5655,UPXI,Upexi Inc. Common Stock,Consumer Discretionary,EDP Services
5656,URBN,Urban Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
5657,URI,United Rentals Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
5658,USA,Liberty All-Star Equity Fund Common Stock,Finance,Finance Companies
5660,USAP,Universal Stainless & Alloy Products Inc. Common Stock,Industrials,Steel/Iron Ore
5661,USAU,U.S. Gold Corp. Common Stock,Basic Materials,Precious Metals
5662,USB,U.S. Bancorp Common Stock,Finance,Major Banks
5669,USCB,USCB Financial Holdings Inc. Class A Common Stock,Finance,Major Banks
5673,USEG,U.S. Energy Corp. Common Stock (DE),Energy,Oil & Gas Production
5674,USFD,US Foods Holding Corp. Common Stock,Consumer Discretionary,Food Distributors
5675,USIO,Usio Inc. Common Stock,Technology,EDP Services
5676,USLM,United States Lime & Minerals Inc. Common Stock,Industrials,Other Metals and Minerals
5677,USM,United States Cellular Corporation Common Stock,Telecommunications,Telecommunications Equipment
5678,USNA,USANA Health Sciences Inc. Common Stock,,
5679,USPH,U.S. Physical Therapy Inc. Common Stock,Health Care,Medical Specialities
5680,USX,U.S. Xpress Enterprises Inc. Class A Common Stock,Industrials,Trucking Freight/Courier Services
5683,UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,Finance,Finance Companies
5685,UTHR,United Therapeutics Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5686,UTI,Universal Technical Institute Inc Common Stock,,
5687,UTL,UNITIL Corporation Common Stock,Utilities,Power Generation
5688,UTMD,Utah Medical Products Inc. Common Stock,Health Care,Medical/Dental Instruments
5689,UTRS,Minerva Surgical Inc. Common Stock,Technology,Computer Software: Prepackaged Software
5690,UTZ,Utz Brands Inc Class A Common Stock ,Consumer Staples,Specialty Foods
5691,UUU,Universal Security Instruments Inc. Common Stock,Technology,Security Systems Services
5692,UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Finance,Property-Casualty Insurers
5693,UVSP,Univest Financial Corporation Common Stock,Finance,Major Banks
5694,UVV,Universal Corporation Common Stock,Consumer Staples,Tobacco
5695,UWMC,UWM Holdings Corporation Class A Common Stock,Finance,Finance: Consumer Services
5700,VABK,Virginia National Bankshares Corporation Common Stock,Finance,Major Banks
5701,VAC,Marriott Vacations Worldwide Corporation Common Stock,Finance,Real Estate
5702,VALU,Value Line Inc. Common Stock,Finance,Advertising
5703,VANI,Vivani Medical Inc. Common Stock,Health Care,Medical Specialities
5704,VAPO,Vapotherm Inc. Common Stock,Health Care,Medical/Dental Instruments
5706,VATE,INNOVATE Corp. Common Stock,Consumer Discretionary,Military/Government/Technical
5707,VAXX,Vaxxinity Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5708,VBF,Invesco Bond Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
5709,VBFC,Village Bank and Trust Financial Corp. Common Stock,Finance,Major Banks
5710,VBIV,VBI Vaccines Inc. New Common Stock (Canada),Health Care,Pharmaceuticals and Biotechnology
5711,VBOC,Viscogliosi Brothers Acquisition Corp Common Stock,Industrials,Consumer Electronics/Appliances
5714,VBTX,Veritex Holdings Inc. Common Stock,Finance,Major Banks
5715,VC,Visteon Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
5716,VCEL,Vericel Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
5717,VCNX,Vaccinex Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5718,VCSA,Vacasa Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
5719,VCTR,Victory Capital Holdings Inc. Class A Common Stock,Finance,Investment Managers
5720,VCV,Invesco California Value Municipal Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
5724,VCYT,Veracyte Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5725,VECO,Veeco Instruments Inc. Common Stock,Technology,Semiconductors
5726,VEEE,Twin Vee PowerCats Co. Common Stock,Consumer Discretionary,Other Specialty Stores
5727,VELO,Velocity Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
5734,VERA,Vera Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
5735,VERB,Verb Technology Company Inc. Common Stock,Technology,EDP Services
5737,VERI,Veritone Inc. Common Stock,Technology,EDP Services
