...1,Symbol,Name,Sector,Sector_NDAQ,Industry,Industry_NDAQ,Description,Exchange,LatestQuarter,MarketCapitalization,BookValue,DividendYield,DividendPerShare,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY
3144,SJT,San Juan Basin Royalty Trust,TECHNOLOGY,Energy,GENERAL,Oil & Gas Production,"The San Juan Basin Royalty Trust is an express trust in Texas. The company is headquartered in Houston, Texas.",NYSE,2022-09-30,540662000,0.067,0.144,1.377,1.38,1.411,0.976,0.976,1,0.179,65760000,37624800,2.721,2.525
3145,SJW,SJW Corporation,ENERGY & TRANSPORTATION,Utilities,WATER SUPPLY,Water Supply,"SJW Group, provides public water services in the United States. The company is headquartered in San Jose, California.",NYSE,2022-09-30,2257580000,34.61,0.0195,1.42,1.95,19.53,0.0991,0.178,0.0185,0.0569,589061000,318572000,0.282,0.054
3146,SKIN,Beauty Health Co,REAL ESTATE & CONSTRUCTION,Consumer Discretionary,BLANK CHECKS,Package Goods/Cosmetics,"Edge Systems, LLC designs, develops, manufactures, markets and sells aesthetic products and technologies. The company is headquartered in Signal Hill, California with a location in Long Beach, California.","NASDAQ",2022-09-30,1573779000,1.801,0,0,0.23,2.308,0.0673,-0.0802,-0.0165,0.402,345632000,181827000,0,0.303
3147,SKT,Tanger Factory Outlet Centers Inc,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT) is a leading operator of luxury outdoor outlet shopping centers that owns or has an ownership interest in a portfolio of 38 centers.",NYSE,2022-09-30,2137426000,4.729,0.0454,0.802,0.73,4.318,0.172,0.296,0.0384,0.161,447186000,315325000,8.5,-0.011
3148,SKX,Skechers USA Inc,MANUFACTURING,Consumer Discretionary,"FOOTWEAR, (NO RUBBER)",Shoe Manufacturing,"Skechers USA, Inc. designs, develops, markets and distributes footwear for men, women and children; and high-performance footwear for men and women under the Skechers brand worldwide. The company is headquartered in Manhattan Beach, California.",NYSE,2022-09-30,6705016000,22.3,0,0,4.42,46.34,0.0969,0.0766,0.055,0.221,7221151000,3124371000,-0.167,0.205
3149,SKY,Skyline Corporation,MANUFACTURING,Consumer Discretionary,MOBILE HOMES,Homebuilding,"Skyline Champion Corporation is a factory-built housing company in North America. The company is headquartered in Troy, Michigan.",NYSE,2022-09-30,3039199000,19.07,0,0,7.07,47.55,0.154,0.205,0.275,0.475,2705513000,589123000,1.82,0.539
3150,SKYT,Skywater Technology Inc,MANUFACTURING,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,"SkyWater Technology, Inc. manufactures integrated circuits. The company is headquartered in Bloomington, Minnesota.","NASDAQ",2022-09-30,426363000,0.896,0,0,-1.688,4.658,-0.341,-0.314,-0.135,-1,186387000,-7472000,0,0.494
3151,SKYW,SkyWest Inc,ENERGY & TRANSPORTATION,Consumer Discretionary,"AIR TRANSPORTATION, SCHEDULED",Air Freight/Delivery Services,"SkyWest, Inc., operates a regional airline in the United States. The company is headquartered in St. George, Utah.","NASDAQ",2022-09-30,916843000,47.35,0.0206,0,2.43,61.41,0.0401,0.0804,0.0216,0.0534,3100843000,633920000,4.032,0.06
3153,SLAB,Silicon Laboratories Inc,MANUFACTURING,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,"Silicon Laboratories Inc., a factory-less semiconductor company, provides mixed-signal integrated circuits (ICs) in the United States, China, and internationally. The company is headquartered in Austin, Texas.","NASDAQ",2022-09-30,4713524000,46.28,0,0,1.84,26.58,0.0645,0.1,0.0205,0.0341,975461000,425392000,-0.988,0.46
3154,SLCA,US Silica Holdings Inc,ENERGY & TRANSPORTATION,Industrials,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),Metal Fabrications,"US Silica Holdings, Inc. produces and sells commercial silica in the United States. The company is headquartered in Katy, Texas.",NYSE,2022-09-30,1006171000,8.73,0.0362,0,0.34,18.57,0.0197,0.0754,0.0293,0.042,1397077000,308896000,-0.147,0.567
3155,SLDB,Solid Biosciences LLC,LIFE SCIENCES,Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology: Biological Products (No Diagnostic Substances),"Solid Biosciences Inc., a life sciences company, is dedicated to developing therapies for Duchenne muscular dystrophy (DMD) in the United States. The company is headquartered in Cambridge, Massachusetts.","NASDAQ",2022-09-30,51011000,19.02,0,0,-0.716,1.495,0,-3,-0.257,-0.488,11248000,13620000,0,0.716
3156,SLDP,Solid Power Inc,MANUFACTURING,Energy,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Electrical Products,NA,"NASDAQ",2022-09-30,571396000,3.146,0,0,0.16,0.054,1,-3,-0.0853,0.101,8634000,-361000,0,3.479
3157,SLG,SL Green Realty Corp,REAL ESTATE & CONSTRUCTION,Real Estate,REAL ESTATE INVESTMENT TRUSTS,Real Estate Investment Trusts,SL Green Realty Corp.,NYSE,2022-09-30,2624340000,60,0.0896,3.743,4.35,11.22,-0.0813,0.185,0.007,-0.0111,718503000,419447000,-0.982,0.004
3158,SLGC,Somalogic Inc,TRADE & SERVICES,Health Care,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Biotechnology: Commercial Physical & Biological Resarch,NA,"NASDAQ",2022-09-30,595129000,3.214,0,0,-0.533,0.557,-0.817,-1.379,-0.125,-0.136,101831000,11128000,0,1.086
3159,SLGG,Super League Gaming Inc,TRADE & SERVICES,Industrials,SERVICES-AMUSEMENT & RECREATION SERVICES,Industrial Machinery/Components,"Super League Gaming, Inc. operates a video game and electronic sports entertainment platform for everyday gamers in the United States. The company is headquartered in Santa Monica, California.","NASDAQ",2022-09-30,24594000,0.673,0,0,-0.704,0.507,0,-1.822,-0.314,-1.28,18749000,5125000,0,0.25
3160,SLGN,Silgan Holdings Inc,MANUFACTURING,Industrials,METAL CANS,Containers/Packaging,"Silgan Holdings Inc., manufactures and sells rigid packaging for consumer products in North America, Europe and internationally. The company is headquartered in Stamford, Connecticut.",NYSE,2022-09-30,5964080000,15.36,0.0123,0.62,3.61,57.85,0.0628,0.0999,0.053,0.255,6395376000,918416000,0.302,0.193
3161,SLM,SLM Corp,FINANCE,Finance,PERSONAL CREDIT INSTITUTIONS,Finance: Consumer Services,"SLM Corporation originates and provides private education loan services to students and their families to finance the cost of their education in the United States. The company is headquartered in Newark, Delaware.","NASDAQ",2022-09-30,4303389000,6.92,0.0263,0.44,3.05,6.25,0.507,0.676,0.0294,0.414,1681858000,2060172000,0.21,0.103
3162,SLNG,Stabilis Solutions Inc,MANUFACTURING,Utilities,ELECTRICAL INDUSTRIAL APPARATUS,Oil/Gas Transmission,"Stabilis Solutions, Inc., provides small-scale liquefied natural gas (LNG) fueling, distribution and production services to various end markets in North America. The company is headquartered in Houston, Texas.","NASDAQ",2022-09-30,122639000,3.178,0,0,-0.47,5.36,-0.053,-0.0447,-0.0302,-0.0641,98110000,17684000,0,0.452
3163,SLNH,Soluna Holdings Inc,LIFE SCIENCES,Technology,"MEASURING & CONTROLLING DEVICES, NEC",EDP Services,NA,"NASDAQ",2022-09-30,13811100,4.241,0,0,-1.157,2.327,-1,-0.907,-0.239,-1.533,32933000,11901000,0,1.04
3165,SLP,Simulations Plus Inc,TECHNOLOGY,Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Computer Software: Prepackaged Software,"Simulations Plus, Inc. develops drug discovery and development software for mechanistic modeling, simulation, and prediction of molecule properties using artificial intelligence and machine learning technology worldwide. The company is headquartered in Lancaster, California.","NASDAQ",2022-08-31,850068000,8.8,0.006,0.24,0.6,2.669,0.232,0.277,0.0506,0.0726,53906000,43084000,3.104,0.192
3166,SLRC,SLR Investment Corp,TECHNOLOGY,Finance,GENERAL,Finance/Investors Services,"Solar Capital Ltd. is a business development company specializing in secured debt (unitranche first lien and second lien), subordinated (unsecured) debt, minority equity and income-oriented strategic controlling capital investments in leveraged market companies. half.","NASDAQ",2022-09-30,823234000,18.37,0.114,1.64,0.14,3.277,0.0343,0.683,0.0298,0.0059,159085000,139354000,-0.219,0.479
3168,SLS,Sellas Life Sciences Group Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"SELLAS Life Sciences Group, Inc., an advanced-stage biopharmaceutical company, focuses on the development of new cancer immunotherapies for various indications of cancer in the United States. The company is headquartered in New York, New York.","NASDAQ",2022-09-30,54970000,0.612,0,0,-2.227,0.055,0,-3,-0.555,-1.978,1000000,7400000,0,-0.825
3169,SLVM,Sylvamo Corp,MANUFACTURING,Consumer Staples,PAPER MILLS,Paper,NA,NYSE,2022-09-30,2447808000,5.86,0.0193,0.113,8.61,94.07,0.0207,0.15,0.141,1.457,4153000000,1204000000,-0.391,0.324
3170,SM,SM Energy Co,ENERGY & TRANSPORTATION,Energy,CRUDE PETROLEUM & NATURAL GAS,Oil & Gas Production,"SM Energy Company, an independent energy company, is engaged in the acquisition, exploration, development, and production of oil, natural gas, and natural gas liquids in the state of Texas. The company is headquartered in Denver, Colorado.",NYSE,2022-09-30,5048144000,23.35,0.0142,0.16,10.45,27.61,0.379,0.508,0.2,0.568,3370889000,2136878000,4.609,0.046
3172,SMAR,Smartsheet Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,"Smartsheet Inc. provides a cloud-based platform for job execution. The company is headquartered in Bellevue, Washington.",NYSE,2022-10-31,4949740000,3.647,0,0,-1.613,5.14,-0.339,-0.324,-0.139,-0.452,657015000,434359000,0,0.417
3173,SMBC,Southern Missouri Bancorp Inc,FINANCE,Finance,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",Banks,"Southern Missouri Bancorp, Inc. is the banking holding company for Southern Bank providing banking and financial services to individual and corporate clients in the United States. The company is headquartered in Poplar Bluff, Missouri.","NASDAQ",2022-09-30,483607000,35.37,0.0162,0.81,4.82,13.42,0.361,0.48,0.0142,0.142,121791000,123283000,-0.273,-0.049
3174,SMBK,SmartFinancial Inc,FINANCE,Finance,"NATIONAL COMMERCIAL BANKS",Major Banks,"SmartFinancial, Inc. is SmartBank's banking holding company that provides various financial services to individual and corporate clients. The company is headquartered in Knoxville, Tennessee.","NASDAQ",2022-09-30,506311000,24.56,0.0095,0.27,2.16,9.18,0.239,0.377,0.008,0.0874,153488000,135710000,0.115,0.181
3175,SMCI,Super Micro Computer Inc,TECHNOLOGY,Technology,ELECTRONIC COMPUTERS,Computer Manufacturing,"Super Micro Computer, Inc. develops and manufactures high-performance server and storage solutions based on an open, modular architecture. The company is headquartered in San Jose, California.","NASDAQ",2022-09-30,4588415000,30.75,0,0,8.07,115.84,0.0738,0.0875,0.115,0.322,6015499000,800001000,5.98,0.793
3176,SMFL,Smart for Life Inc,LIFE SCIENCES,Consumer Staples,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Farming/Seeds/Milling,"Smart for Life, Inc. develops, manufactures, markets and sells nutraceutical and related products in the United States and internationally. The company is headquartered in Miami, Florida.","NASDAQ",2022-09-30,12497200,0.064,0,0,-1.598,0.763,-1,-0.502,-0.23,-8,18325500,2898000,0,0.591
3177,SMFR,Sema4 Holdings Corp,REAL ESTATE & CONSTRUCTION,Technology,BLANK CHECKS,Retail: Computer Software & Peripheral Equipment,NA,"NASDAQ",2022-09-30,161642000,1.472,0,0,0.2,0.766,-1,-1.902,-0.384,-0.589,231145000,-16602000,0,0.928
3178,SMG,Scotts Miracle-Gro Company,LIFE SCIENCES,Industrials,AGRICULTURAL CHEMICALS,Agricultural Chemicals,"Scotts Miracle-Gro Company manufactures, markets, and sells lawn and garden products to consumers in the United States and internationally. The company is headquartered in Marysville, Ohio.",NYSE,2022-09-30,3092158000,2.661,0.0475,2.64,-7.96,70.7,-0.112,0.107,0.0576,-8,3924100000,1033000000,-0.089,-0.331
3179,SMID,Smith-Midland Corp,MANUFACTURING,Industrials,"CONCRETE PRODUCTS, EXCEPT BLOCK & BRICK",Building Materials,"Smith-Midland Corporation invents, develops, manufactures, markets, leases, licenses, sells, and installs precast concrete products primarily for use in the construction, highway, utility, and agricultural industries. The company is headquartered in Midland, Virginia.","NASDAQ",2022-09-30,113924000,6.29,0.0112,0,0.15,8.74,0.018,0.0164,0.0086,0.0255,45661000,14420000,-0.999,-0.087
3180,SMIT,Schmitt Industries Inc,LIFE SCIENCES,Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Industrial Machinery/Components,"Schmitt Industries, Inc. designs, manufactures, and sells test and measurement products worldwide. The company is headquartered in Portland, Oregon.","NASDAQ",2022-08-31,3949600,0.158,0,0,-0.846,2.598,-0.332,-1.073,-0.301,-1.696,9893200,5068600,-0.05,0.108
3181,SMLR,Semler Scientific Inc,LIFE SCIENCES,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Medical/Dental Instruments,"Semler Scientific, Inc. develops, manufactures, and markets proprietary products that help healthcare providers evaluate and treat patients with chronic conditions in the United States. The company is headquartered in Santa Clara, California.","NASDAQ",2022-09-30,216075000,7.86,0,0,1.58,8.07,0.232,0.281,0.171,0.262,54433000,46905000,-0.098,0.004
3182,SMMF,Summit Financial Group Inc,FINANCE,Finance,STATE COMMERCIAL BANKS,Major Banks,"Summit Financial Group, Inc. is a financial holding company for Summit Community Bank, Inc. providing community banking and other financial services to individuals and businesses primarily in the Eastern, Southern, and North Central Panhandle regions of West Virginia and the North. , and Shenandoah Valley and the Southwest Virginia and Central Kentucky regions. The company is headquartered in Moorefield, West Virginia.","NASDAQ",2022-09-30,364247000,25.58,0.0281,0.74,3.87,10.61,0.374,0.494,0.0137,0.152,135756000,126140000,0.207,0.15
3183,SMMT,Summit Therapeutics PLC,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Medicinal Chemicals and Botanical Products,"Summit Therapeutics Inc., a biopharmaceutical company, discovers, develops, and markets drugs to treat infectious diseases in the United States, Latin America, and Europe. The company is headquartered in Cambridge, Massachusetts.","NASDAQ",2022-10-31,157030000,0.662,0,0,-0.965,0.009,0,-3,-0.343,-0.736,956000,1809000,0,-0.832
3184,SMP,Standard Motor Products Inc,MANUFACTURING,Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,Auto Parts:O.E.M.,"Standard Motor Products, Inc. manufactures and distributes motor vehicle replacement parts to the automotive aftermarket industry. The company is headquartered in Long Island City, New York.",NYSE,2022-09-30,836057000,27.79,0.0284,1.08,2.963,63.05,0.0481,0.1,0.0684,14.25,1373493000,376931000,-0.618,0.03
3185,SMPL,Simply Good Foods Co,MANUFACTURING,Consumer Staples,FOOD AND KINDRED PRODUCTS,Packaged Foods,"Simply Good Foods Company is a consumer packaged food and beverage company in North America and internationally. The company is headquartered in Denver, Colorado.","NASDAQ",2022-08-31,3964697000,14.46,0,0,1.06,11.83,0.0929,0.174,0.0613,0.0826,1168678000,445561000,0.581,0.055
3186,SMRT,SmartRent Inc,TECHNOLOGY,Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,EDP Services,"SmartRent, Inc., an enterprise software company, provides an integrated operating system for smart homes to residential property owners and operators, home builders, institutional home buyers, developers and residents of the United States. The company is headquartered in Scottsdale, Arizona.",NYSE,2022-09-30,491903000,1.926,0,0,-0.714,0.832,-0.623,-0.664,-0.119,-0.236,161938000,-10088000,0,0.352
3187,SMSI,Smith Micro Software Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"Smith Micro Software, Inc. develops and sells software to enhance the mobile experience to cable and wireless service providers worldwide. The company is headquartered in Pittsburgh, Pennsylvania.","NASDAQ",2022-09-30,129345000,1.482,0,0,-0.654,0.942,-0.489,-0.509,-0.135,-0.271,51787000,45724000,-0.84,-0.289
3188,SMTC,Semtech Corporation,MANUFACTURING,Technology,SEMICONDUCTORS & RELATED DEVICES,Semiconductors,"Semtech Corporation designs, develops, manufactures, and markets mixed-signal and analog semiconductor products and advanced algorithms. The company is headquartered in Camarillo, California.","NASDAQ",2022-10-31,1864839000,12.58,0,0,2.41,12.44,0.199,0.218,0.0943,0.211,796885000,466081000,0.62,0.131
3189,SMTI,Sanara Medtech Inc,LIFE SCIENCES,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Medical/Dental Instruments,"Sanara MedTech Inc. develops, markets and distributes skin and wound care products to physicians, hospitals, clinics, and post-acute care settings in the United States. The company is headquartered in Fort Worth, Texas.","NASDAQ",2022-09-30,306075000,5.47,0,0,-1.309,4.841,-0.197,-0.336,-0.159,-0.192,37560000,21832700,0,1.24
3190,SNA,Snap-On Inc,MANUFACTURING,Consumer Discretionary,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",Diversified Manufacture,"Snap-on Incorporated is an American designer, manufacturer and marketer of high-end tools and equipment for professional use in the transportation industry including the automotive, heavy duty, equipment, marine, aviation, and railroad industries.",NYSE,2022-09-30,12870860000,60,0.0271,5.68,16.5,89.82,0.187,0.256,0.114,21.44,4793500000,2382800000,0.16,0.058
3191,SNAL,Snail Inc. Class A Common Stock,TECHNOLOGY,NA,GENERAL,NA,"Snail, Inc., develops, markets, publishes and distributes interactive digital entertainment for consumers around the world. The company is headquartered in Culver City, California.","NASDAQ",2022-06-30,97660000,22.97,0,0,0,182.83,-0.0045,0.156,0,0,91413000,43047900,0,-0.504
3192,SNAP,Snap Inc,TECHNOLOGY,Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Internet and Information Services,"Snap Inc. is a camera company in the United States and internationally. The company is headquartered in Santa Monica, California.",NYSE,2022-09-30,17249714000,1.806,0,0,-0.353,2.846,-0.243,-0.213,-0.0794,-0.353,4599997000,2366802000,0,0.057
3193,SNAX,Stryve Foods Inc,REAL ESTATE & CONSTRUCTION,Consumer Staples,BLANK CHECKS,Specialty Foods,NA,"NASDAQ",2022-09-30,32635300,0.878,0,0,-1.701,1.117,-1,-1.203,-0.547,-1.686,31371200,10267300,0,-0.319
3194,SNBR,Sleep Number Corp,MANUFACTURING,Consumer Discretionary,HOUSEHOLD FURNITURE,Home Furnishings,"Sleep Number Corporation, provides sleep solutions and services in the United States. The company is headquartered in Minneapolis, Minnesota.","NASDAQ",2022-09-30,678731000,0,0,0,2.24,93.44,0.0252,0.0387,0.0559,0,2108753000,1318847000,-0.901,-0.156
3195,SNCE,Science 37 Holdings Inc,TRADE & SERVICES,Technology,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Computer Software: Prepackaged Software,"Science 37, Inc. is a technology-enabled clinical trials company dedicated to developing networked patient-centered models for clinical research to accelerate biomedical discovery. The company is headquartered in Los Angeles, California.","NASDAQ",2022-09-30,69998000,1.361,0,0,-0.719,0.652,-0.664,-1.558,-0.634,-0.585,74585000,20603000,0,0.141
3196,SNCR,Synchronoss Technologies Inc,TECHNOLOGY,Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,EDP Services,"Synchronoss Technologies, Inc. provides cloud, messaging and network management platforms, products and solutions in the Americas, Europe, the Middle East, Africa and Asia Pacific. The company is headquartered in Bridgewater, New Jersey.","NASDAQ",2022-09-30,80871000,0.759,0,0,0.06,3.076,0.0203,0.0556,0.0217,0.0355,264829000,171565000,0,-0.141
3197,SNCY,Sun Country Airlines Holdings Inc,ENERGY & TRANSPORTATION,Consumer Discretionary,"AIR TRANSPORTATION, SCHEDULED",Air Freight/Delivery Services,"Sun Country Airlines Holdings, Inc., an air transportation company, provides scheduled passenger service, air cargo service, charter air transportation, and related services in the United States, Latin America, and internationally. The company is headquartered in Minneapolis, Minnesota.","NASDAQ",2022-09-30,1126689000,8.73,0,0,0.06,14.5,0.0066,0.063,0.0231,0.0112,839841000,190243000,-0.182,0.277
3198,SND,Smart Sand Inc,ENERGY & TRANSPORTATION,Industrials,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),Metal Fabrications,"Smart Sand, Inc., an integrated fracturing sand supply and services company, is engaged in the excavation, processing, and sale of sands or proppant for use in hydraulic fracturing operations in the oil and gas industry in the United States. United. The company is headquartered in The Woodlands, Texas.","NASDAQ",2022-09-30,84214000,5.62,0,0,-1.258,5.15,-0.0717,-0.0911,-0.0326,-0.0633,216991000,-15906000,2.362,1.076
3199,SNDR,Schneider National Inc,ENERGY & TRANSPORTATION,Industrials,TRUCKING (NO LOCAL),Trucking Freight/Courier Services,"Schneider National, Inc., a surface transportation and logistics solutions company, provides trucking, intermodal and logistics services in North America. The company is headquartered in Green Bay, Wisconsin.",NYSE,2022-09-30,4585589000,15.38,0.0127,0.31,2.7,37.2,0.0728,0.104,0.106,0.191,6617500000,1044200000,0.131,0.16
3200,SNDX,Syndax Pharmaceuticals Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Syndax Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, develops therapies for the treatment of cancer. The company is headquartered in Waltham, Massachusetts.","NASDAQ",2022-09-30,1509803000,5.62,0,0,0.21,2.173,-0.11,-0.11,-0.0292,-0.0519,126576000,139709000,0,10
3201,SNES,SenesTech Inc,LIFE SCIENCES,Industrials,AGRICULTURAL CHEMICALS,Multi-Sector Companies,"SenesTech, Inc. develops a technology for managing animal pest populations by controlling fertility. The company is headquartered in Phoenix, Arizona.","NASDAQ",2022-09-30,2061800,5.01,0,0,-0.719,1.459,0,-3,-0.67,-1.308,891000,244000,0,0.366
3202,SNEX,Stonex Group Inc,FINANCE,Finance,COMMODITY CONTRACTS BROKERS & DEALERS,Investment Bankers/Brokers/Service,"StoneX Group Inc. is a global financial services network connecting businesses, organizations, merchants and investors to the global market ecosystem. The company is headquartered in New York, New York.","NASDAQ",2022-09-30,2089880000,52.7,0,0,9.79,186,0.0031,0.0041,0.0107,0.21,65855799000,1384500000,5.9,0.378
3203,SNFCA,Security National Financial,FINANCE,Finance,FINANCE SERVICES,Diversified Financial Services,"Security National Financial Corporation is engaged in the life, cemetery and mortuary, and mortgage insurance businesses. The company is headquartered in Draper, Utah.","NASDAQ",2022-09-30,140050000,12.82,0,0,0.43,18.55,0.0249,0.051,0.0083,0.0346,393247000,228539000,-0.686,-0.301
3204,SNGX,Soligenix Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Soligenix, Inc., an advanced stage biopharmaceutical company, focuses on developing and marketing products to treat rare diseases in the United States. The company is headquartered in Princeton, New Jersey.","NASDAQ",2022-09-30,24207300,0.024,0,0,-0.349,0.02,0,-3,-0.399,-1.834,858500,95630,0,-0.108
3205,SNMP,Evolve Transition Infrastructure LP Unit,ENERGY & TRANSPORTATION,Energy,CRUDE PETROLEUM & NATURAL GAS,Oil & Gas Production,"Evolve Transition Infrastructure LP is dedicated to the acquisition, development, ownership and operation of infrastructure for the transition of energy supply to lower carbon sources in the United States. The company is headquartered in Houston, Texas.",NYSE MKT,2022-09-30,37970100,0.621,1,0,-1.362,0.337,-1,0.313,0.0325,0,45577000,42981000,0,-0.587
3206,SNOA,Sonoma Pharmaceuticals Inc,LIFE SCIENCES,Health Care,PHARMACEUTICAL PREPARATIONS,Biotechnology: Pharmaceutical Preparations,"Sonoma Pharmaceuticals, Inc., develops and produces stabilized hypochlorous acid (HOCl) products for various applications, including wound care, animal health care, eye care, oral care, and dermatological conditions in the United States and internationally. The company is headquartered in Woodstock, Georgia.","NASDAQ",2022-09-30,5492300,2.263,0,0,-2.416,4.045,-0.463,-0.448,-0.201,-0.627,12514000,3993000,0,-0.11
3207,SNOW,Snowflake Inc.,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,Computer Software: Prepackaged Software,"Snowflake Inc. provides a cloud-based data platform in the United States and internationally. The company is headquartered in San Mateo, California.",NYSE,2022-10-31,47916802000,16.9,0,0,-2.1,5.9,-0.388,-0.403,-0.0703,-0.139,1860421000,760894000,0,0.666
3208,SNPO,Snap One Holdings Corp,MANUFACTURING,Consumer Discretionary,ELECTRONIC COMPONENTS & ACCESSORIES,Electronics Distribution,NA,"NASDAQ",2022-09-30,594616000,10.1,0,0,-0.47,15.12,-0.011,0.023,0.0101,-0.0165,1129067000,408090000,0,0.079
3209,SNPS,Synopsys Inc,TECHNOLOGY,Technology,SERVICES-PREPACKAGED SOFTWARE,EDP Services,"Synopsys is an American electronic design automation company that focuses on silicon design and verification, silicon intellectual property and software security and quality. Products include logic synthesis, behavioral synthesis, place and route, static timing analysis, formal verification, hardware description language (SystemC, SystemVerilog/Verilog, VHDL) simulators, and transistor-level circuit simulation.","NASDAQ",2022-10-31,53239026000,36.63,0,0,6.51,32.34,0.209,0.235,0.0818,0.19,4949669000,3390877000,0.126,0.18
3213,SNTI,Senti Biosciences Inc,REAL ESTATE & CONSTRUCTION,Health Care,BLANK CHECKS,Biotechnology: Pharmaceutical Preparations,NA,"NASDAQ",2022-09-30,98678000,3.216,0,0,-3.717,0.18,0,-3,-0.261,-0.483,5020000,-19196000,0,0.601
3214,SNV,Synovus Financial Corp,FINANCE,Finance,"NATIONAL COMMERCIAL BANKS",Major Banks,"Synovus Financial Corp. The company is headquartered in Columbus, Georgia.",NYSE,2022-09-30,6128141000,25.39,0.033,1.35,4.909,14.57,0.355,0.471,0.0132,17.11,2117375000,2089264000,0.099,0.096
3215,SNX,Synnex Corporation,TECHNOLOGY,Consumer Discretionary,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Electronics Distribution,"SYNNEX Corporation provides business process services in the United States and internationally. The company is headquartered in Fremont, California.",NYSE,2022-08-31,9697416000,60,0.012,1.2,5.71,186,0.0089,0.0191,0.0371,10.8,61707117000,1889534000,-0.142,1.949
3216,SO,Southern Company,ENERGY & TRANSPORTATION,Utilities,ELECTRIC SERVICES,Power Generation,"Southern Company is an American gas and electric utility holding company based in the southern United States. It is headquartered in Atlanta, Georgia, with executive offices also located in Birmingham, Alabama.",NYSE,2022-09-30,73724920000,28.72,0.0413,2.68,3.149,26.2,0.121,0.196,0.0261,11.33,27999001000,10061000000,0.311,0.343
3217,SOBR,Sobr Safe Inc,MANUFACTURING,Industrials,PERIODICALS: PUBLISHING OR PUBLISHING & PRINTING,Industrial Machinery/Components,"SOBR Safe, Inc. develops non-invasive identity verification and alcohol detection systems. The company is headquartered in Greenwood Village, Colorado.","NASDAQ",2022-09-30,15153900,0.654,0,0,-1.441,0.001,0,-3,-0.662,-2.317,12730,0,0,0
3218,SOFI,SoFi Technologies Inc.,REAL ESTATE & CONSTRUCTION,Finance,BLANK CHECKS,Diversified Financial Services,"SoFi Technologies, Inc. provides digital financial services. The company is headquartered in San Francisco, California.","NASDAQ",2022-09-30,3758261000,5.59,0,0,-0.646,1.553,-0.288,-0.272,-0.0327,-0.0764,1358391000,720319000,0,0.512
3219,SOFO,Sonic Foundry Inc,MANUFACTURING,Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Computer Software: Prepackaged Software,"Sonic Foundry, Inc. provides enterprise video solutions and services for the corporate communications, distance learning and digital markets first in the United States, Europe, the Middle East, Asia and internationally. The company is headquartered in Madison, Wisconsin.","NASDAQ",2022-06-30,10767900,0.568,0,0,-0.114,3.15,-0.163,-0.172,-0.156,-1.047,29591000,24873000,10,-0.254
